rank,word,lemma,occurrences_ppm
379,volver,volver,288.0
380,toma,tomar,288.0
381,caso,caso,144.0
382,caso,casar,144.0
383,agua,agua,287.0
384,haré,hacer,287.0
385,vete,ir,286.0
386,entiendo,entender,286.0
387,horas,hora,286.0
388,personas,persona,285.0
389,capitán,capitán,284.0
390,adelante,adelante,283.0
391,niño,niño,282.0
392,listo,listo,282.0
393,noches,noche,280.0
394,buenos,bueno,279.0
395,iba,ir,279.0
396,juntos,junto,279.0
397,dame,dar,276.0
398,único,único,276.0
399,déjame,dejar,276.0
400,cerca,cerca,138.0
401,cerca,cercar,138.0
402,otros,otro,275.0
403,sigue,seguir,275.0
404,grande,grande,275.0
405,arriba,arriba,274.0
406,jefe,jefe,274.0
407,habla,hablar,136.5
408,habla,habla,136.5
409,supongo,suponer,271.0
410,manera,manera,271.0
411,quieren,querer,270.0
412,feliz,feliz,270.0
413,significa,significar,269.0
414,sangre,sangre,269.0
415,fin,fin,268.0
416,bajo,bajar,134.0
417,bajo,bajo,134.0
418,llama,llamar,133.5
419,llama,llama,133.5
420,venir,venir,266.0
421,morir,morir,265.0
422,importante,importante,264.0
423,hiciste,hacer,264.0
424,ojos,ojo,264.0
425,escucha,escuchar,263.0
426,entrar,entrar,261.0
427,ningún,ninguno,260.0
428,corazón,corazón,260.0
429,diablos,diablo,259.0
430,necesitamos,necesitar,259.0
431,atrás,atrás,259.0
432,durante,durante,258.0
433,dices,decir,258.0
434,nuestros,nuestro,257.0
435,persona,persona,257.0
436,abajo,abajo,256.0
437,dr,doctor,255.0
438,hija,hija,255.0
439,dejar,dejar,254.0
440,necesita,necesitar,254.0
441,llegar,llegar,254.0
442,hago,hacer,253.0
443,señora,señora,252.0
444,haya,haber,125.0
445,haya,haya,125.0
446,suficiente,suficiente,249.0
447,doctor,doctor,249.0
448,gustaría,gustar,248.0
449,tierra,tierra,247.0
450,cara,cara,247.0
451,siquiera,siquiera,247.0
452,genial,genial,246.0
453,cree,creer,246.0
454,supuesto,suponer,244.0
455,tomar,tomar,243.0
456,equipo,equipo,121.0
457,equipo,equipar,121.0
458,justo,justo,242.0
459,juego,juego,121.0
460,juego,jugar,121.0
461,ninguna,ninguno,240.0
462,matar,matar,240.0
463,cinco,cinco,238.0
464,dicen,decir,237.0
465,amo,amo,118.5
466,amo,amar,118.5
467,cuándo,cuándo,236.0
468,pequeño,pequeño,235.0
469,algunos,alguno,234.0
470,conozco,conocer,233.0
471,clase,clase,233.0
472,maldito,maldito,231.0
473,unas,un,231.0
474,muchos,mucho,231.0
475,hubiera,haber,230.0
476,segundo,segundo,230.0
477,aunque,aunque,229.0
478,pueda,poder,229.0
479,dime,decir,229.0
480,igual,igual,229.0
481,comida,comida,114.5
482,comida,comer,114.5
483,ay,ay,228.0
484,cuerpo,cuerpo,228.0
485,encontrar,encontrar,228.0
486,fuerte,fuerte,227.0
487,vuelta,vuelta,113.5
488,vuelta,volver,113.5
489,venga,venir,226.0
490,creer,creer,225.0
491,realidad,realidad,224.0
492,saben,saber,222.0
493,puta,puta,222.0
494,deberías,deber,219.0
495,pregunta,pregunta,109.5
496,pregunta,preguntar,109.5
497,fui,ir,109.5
498,fui,ser,109.5
499,cuatro,cuatro,218.0
500,sra,señora,218.0
501,primer,primero,217.0
502,trabajar,trabajar,217.0
503,e,y,217.0
504,hagas,hacer,216.0
505,alto,alto,216.0
506,maldita,maldito,216.0
507,comer,comer,215.0
508,número,número,215.0
509,dar,dar,215.0
510,necesitas,necesitar,215.0
511,oportunidad,oportunidad,215.0
512,punto,punto,213.0
513,misma,mismo,213.0
514,última,último,213.0
515,afuera,afuera,213.0
516,mujeres,mujer,212.0
517,pensar,pensar,212.0
518,fueron,ir,106.0
519,fueron,ser,106.0
520,difícil,difícil,211.0
521,vivir,vivir,210.0
522,paso,paso,105.0
523,paso,pasar,105.0
524,malo,malo,209.0
525,estabas,estar,208.0
526,vivo,vivir,103.5
527,vivo,vivo,103.5
528,haga,hacer,206.0
529,queda,quedar,206.0
530,hijos,hijo,205.0
531,mayor,mayor,205.0
532,fiesta,fiesta,205.0
533,hacen,hacer,205.0
534,medio,medio,205.0
535,algunas,alguno,204.0
536,basta,bastar,204.0
537,arma,arma,101.0
538,arma,armar,101.0
539,vino,venir,101.0
540,vino,vino,101.0
541,meses,mes,201.0
542,cuarto,cuarto,201.0
543,éste,este,201.0
544,escuela,escuela,201.0
545,esté,estar,200.0
546,dólares,dólar,200.0
547,tío,tío,198.0
548,posible,posible,198.0
549,tuve,tener,198.0
550,fácil,fácil,198.0
551,preocupes,preocupar,198.0
552,luz,luz,196.0
553,eran,ser,196.0
554,carajo,carajo,196.0
555,final,final,196.0
556,lista,lista,97.5
557,lista,listo,97.5
558,trata,tratar,195.0
559,armas,arma,97.5
560,armas,armar,97.5
561,hermana,hermana,194.0
562,exactamente,exactamente,194.0
563,chicas,chica,193.0
564,podía,poder,193.0
565,bastante,bastante,193.0
566,seguridad,seguridad,193.0
567,pasando,pasar,193.0
568,esperando,esperar,193.0
569,acá,acá,192.0
570,teléfono,teléfono,192.0
571,perro,perro,192.0
572,fuego,fuego,192.0
573,murió,morir,191.0
574,tampoco,tampoco,191.0
575,sola,solo,190.0
576,estuvo,estar,189.0
577,verte,ver,189.0
578,iré,ir,189.0
579,tenido,tener,189.0
580,culpa,culpa,94.5
581,culpa,culpar,94.5
582,veras,veras,188.0
583,adónde,adónde,188.0
584,buscando,buscar,188.0
585,cuanto,cuanto,187.0
586,padres,padre,186.0
587,paz,paz,185.0
588,demonios,demonio,184.0
589,estará,estar,184.0
590,cual,cual,183.0
591,perdón,perdón,181.0
592,asi,así,181.0
593,jugar,jugar,181.0
594,pensando,pensar,179.0
595,esperar,esperar,179.0
596,sabemos,saber,179.0
597,recuerdo,recuerdo,89.5
598,recuerdo,recordar,89.5
599,par,par,178.0
600,joven,joven,178.0
601,seguir,seguir,178.0
602,pueblo,pueblo,178.0
603,tenga,tener,177.0
604,caballeros,caballero,177.0
605,idiota,idiota,176.0
606,dio,dar,176.0
607,minuto,minuto,176.0
608,bebé,bebé,176.0
609,única,único,176.0
610,lejos,lejos,175.0
611,nuestras,nuestro,175.0
612,plan,plan,174.0
613,pienso,pensar,174.0
614,sentido,sentido,86.5
615,sentido,sentir,86.5
616,dormir,dormir,173.0
617,digas,decir,173.0
618,palabra,palabra,173.0
619,correcto,correcto,172.0
620,control,control,172.0
621,vemos,ver,172.0
622,entiendes,entender,172.0
623,país,país,171.0
624,seis,seis,171.0
625,último,último,171.0
626,ésta,ésta,170.0
627,diga,decir,170.0
628,podrías,poder,169.0
629,pequeña,pequeña,168.0
630,cállate,callar,167.0
631,trato,trato,83.5
632,trato,tratar,83.5
633,rey,rey,167.0
634,sucede,suceder,167.0
635,muchachos,muchacho,167.0
636,jamás,jamás,167.0
637,cama,cama,167.0
638,srta,señorita,167.0
639,ayudar,ayudar,166.0
640,acerca,acerca,83.0
641,acerca,acercar,83.0
642,di,dar,165.0
643,cambio,cambio,82.5
644,cambio,cambiar,82.5
645,falta,falta,82.0
646,falta,faltar,82.0
647,hospital,hospital,164.0
648,lleva,llevar,164.0
649,presidente,presidente,163.0
650,mil,mil,163.0
651,gusto,gusto,81.0
652,gusto,gustar,81.0
653,conoces,conocer,161.0
654,diciendo,decir,161.0
655,os,os,161.0
656,ido,ir,160.0
657,general,general,160.0
658,extraño,extraño,80.0
659,extraño,extrañar,80.0
660,semanas,semana,160.0
661,coche,coche,160.0
662,peor,peor,79.5
663,peor,bien,79.5
664,mucha,mucho,159.0
665,disculpe,disculpar,159.0
666,diré,decir,159.0
667,anoche,anoche,159.0
668,perder,perder,158.0
669,vámonos,ir,158.0
670,nave,nave,157.0
671,cielo,cielo,157.0
672,habrá,haber,157.0
673,orden,orden,157.0
674,segura,seguro,156.0
675,querida,querida,52.0
676,querida,querido,52.0
677,querida,querer,52.0
678,niña,niña,156.0
679,increíble,increíble,155.0
680,además,además,155.0
681,deben,deber,154.0
682,libro,libro,154.0
683,calle,calle,77.0
684,calle,callar,77.0
685,café,café,154.0
686,piensas,pensar,153.0
687,hacemos,hacer,153.0
688,especial,especial,153.0
689,queremos,querer,153.0
690,irme,ir,152.0
691,perfecto,perfecto,152.0
692,buscar,buscar,152.0
693,odio,odio,75.5
694,odio,odiar,75.5
695,piensa,pensar,151.0
696,oficina,oficina,151.0
697,hablas,hablar,75.5
698,hablas,habla,75.5
699,libre,libre,151.0
700,agente,agente,150.0
701,llamar,llamar,150.0
702,mala,malo,75.0
703,mala,mala,75.0
704,detrás,detrás,150.0
705,viste,ver,149.0
706,dile,decir,149.0
707,grandes,grande,148.0
708,recuerdas,recordar,148.0
709,real,real,148.0
710,estaban,estar,147.0
711,mía,mío,147.0
712,frente,frente,147.0
713,perdido,perder,147.0
714,llamo,llamar,147.0
715,muertos,muerto,146.0
716,millones,millón,146.0
717,asesino,asesino,73.0
718,asesino,asesinar,73.0
719,sueño,sueño,72.5
720,sueño,soñar,72.5
721,quisiera,querer,145.0
722,habría,haber,145.0
723,hará,hacer,144.0
724,viaje,viaje,71.5
725,viaje,viajar,71.5
726,probablemente,probablemente,143.0
727,resto,resto,143.0
728,estaré,estar,143.0
729,maldición,maldición,143.0
730,lamento,lamento,71.0
731,lamento,lamentar,71.0
732,muchacho,muchacho,142.0
733,avión,avión,142.0
734,ropa,ropa,142.0
735,fuerza,fuerza,71.0
736,fuerza,forzar,71.0
737,llamado,llamado,70.5
738,llamado,llamar,70.5
739,oído,oído,70.5
740,oído,oír,70.5
741,dado,dado,70.5
742,dado,dar,70.5
743,encima,encima,141.0
744,negro,negro,141.0
745,usar,usar,140.0
746,información,información,140.0
747,uds,ustedes,140.0
748,preguntas,preguntar,69.5
749,preguntas,pregunta,69.5
750,tuvo,tener,139.0
751,secreto,secreto,139.0
752,vuelve,volver,139.0
753,miren,mirar,139.0
754,quieras,querer,139.0
755,haría,hacer,139.0
756,acaba,acabar,139.0
757,otras,otro,138.0
758,incluso,incluso,138.0
759,sientes,sentir,69.0
760,sientes,sentar,69.0
761,deberíamos,deber,138.0
762,haz,hacer,68.5
763,haz,haz,68.5
764,decirte,decir,137.0
765,boca,boca,137.0
766,dolor,dolor,136.0
767,baño,baño,68.0
768,baño,bañar,68.0
769,adentro,adentro,136.0
770,profesor,profesor,136.0
771,habitación,habitación,135.0
772,daño,daño,67.5
773,daño,dañar,67.5
774,tuyo,tuyo,135.0
775,seas,ser,135.0
776,noticias,noticia,135.0
777,demás,demás,134.0
778,querido,querido,67.0
779,querido,querer,67.0
780,duro,duro,67.0
781,duro,durar,67.0
782,poner,poner,134.0
783,prueba,prueba,67.0
784,prueba,probar,67.0
785,mire,mirar,133.0
786,tonto,tonto,133.0
787,campo,campo,66.5
788,campo,campar,66.5
789,siendo,ser,133.0
790,diez,diez,133.0
791,ése,ese,132.0
792,tranquilo,tranquilo,131.0
793,asunto,asunto,131.0
794,acabó,acabar,131.0
795,quédate,quedar,131.0
796,derecho,derecho,131.0
797,placer,placer,131.0
798,recuerda,recordar,131.0
799,estuve,estar,131.0
800,tratando,tratar,131.0
801,ejército,ejército,131.0
802,futuro,futuro,131.0
803,llevar,llevar,130.0
804,compañía,compañía,130.0
805,venido,venir,130.0
806,listos,listo,130.0
807,haremos,hacer,129.0
808,sitio,sitio,129.0
809,verlo,ver,129.0
810,puesto,puesto,64.5
811,puesto,poner,64.5
812,atención,atención,129.0
813,sino,sino,128.0
814,cambiar,cambiar,128.0
815,error,error,128.0
816,blanco,blanco,127.0
817,raro,raro,127.0
818,palabras,palabra,127.0
819,llegó,llegar,127.0
820,sal,sal,63.5
821,sal,salir,63.5
822,pase,pasar,127.0
823,mente,mente,127.0
824,sistema,sistema,126.0
825,película,película,126.0
826,anda,andar,126.0
827,ello,ello,126.0
828,negocio,negocio,63.0
829,negocio,negociar,63.0
830,novia,novia,126.0
831,permiso,permiso,125.0
832,creí,creer,125.0
833,suena,sonar,125.0
834,ocurre,ocurrir,125.0
835,oficial,oficial,125.0
836,espere,esperar,125.0
837,aire,aire,125.0
838,mató,matar,124.0
839,regresar,regresar,124.0
840,vio,ver,124.0
841,hazlo,hacer,123.0
842,trasero,trasero,122.0
843,grupo,grupo,122.0
844,entendido,entender,122.0
845,señorita,señorita,122.0
846,música,música,122.0
847,perra,perra,122.0
848,conoce,conocer,121.0
849,empezar,empezar,121.0
850,siente,sentir,60.5
851,siente,sentar,60.5
852,acabo,acabar,120.0
853,estúpido,estúpido,120.0
854,diferente,diferente,120.0
855,traje,traer,60.0
856,traje,traje,60.0
857,modo,modo,120.0
858,encontré,encontrar,119.0
859,mensaje,mensaje,119.0
860,llamada,llamada,59.5
861,llamada,llamar,59.5
862,navidad,navidad,118.0
863,eras,ser,118.0
864,pena,pena,59.0
865,pena,penar,59.0
866,largo,largo,59.0
867,largo,largar,59.0
868,entra,entrar,118.0
869,piso,piso,59.0
870,piso,pisar,59.0
871,foto,foto,118.0
872,dijeron,decir,118.0
873,médico,médico,117.0
874,accidente,accidente,117.0
875,fuiste,ir,58.5
876,fuiste,ser,58.5
877,imposible,imposible,117.0
878,podríamos,poder,116.0
879,línea,línea,116.0
880,propia,propio,116.0
881,barco,barco,116.0
882,ganar,ganar,116.0
883,normal,normal,115.0
884,segundos,segundo,115.0
885,vive,vivir,115.0
886,mitad,mitad,114.0
887,quiera,querer,114.0
888,tras,tras,114.0
889,decirle,decir,114.0
890,lindo,lindo,114.0
891,funciona,funcionar,114.0
892,programa,programa,113.0
893,vine,venir,113.0
894,abre,abrir,113.0
895,sean,ser,113.0
896,pagar,pagar,113.0
897,fotos,foto,113.0
898,centro,centro,56.5
899,centro,centrar,56.5
900,supone,suponer,113.0
901,basura,basura,112.0
902,situación,situación,112.0
903,mejores,mejor,112.0
904,vienen,venir,112.0
905,encanta,encantar,112.0
906,marido,marido,112.0
907,personal,personal,111.0
908,maestro,maestro,111.0
909,hambre,hambre,111.0
910,ataque,ataque,55.5
911,ataque,atacar,55.5
912,culo,culo,111.0
913,dale,dar,111.0
914,pie,pie,111.0
915,conseguir,conseguir,111.0
916,trabajando,trabajar,111.0
917,gracioso,gracioso,111.0
918,dejó,dejar,111.0
919,pudo,poder,110.0
920,derecha,derecha,110.0
921,izquierda,izquierda,110.0
922,próxima,próximo,110.0
923,pobre,pobre,110.0
924,respuesta,respuesta,109.0
925,tipos,tipo,109.0
926,sentir,sentir,109.0
927,tenías,tener,109.0
928,pude,poder,109.0
929,darle,dar,109.0
930,voz,voz,109.0
931,amiga,amiga,109.0
932,gustan,gustar,109.0
933,vista,vista,54.5
934,vista,ver,54.5
935,salvo,salvo,54.5
936,salvo,salvar,54.5
937,loca,loco,108.0
938,hotel,hotel,108.0
939,hicieron,hacer,108.0
940,ten,tener,108.0
941,temo,temer,108.0
942,señal,señal,108.0
943,pelo,pelo,54.0
944,pelo,pelar,54.0
945,llevo,llevar,108.0
946,ayer,ayer,108.0
947,das,dar,108.0
948,nena,nena,108.0
949,servicio,servicio,108.0
950,tren,tren,107.0
951,bonito,bonito,107.0
952,mes,mes,107.0
953,tendrá,tener,107.0
954,tendrás,tener,107.0
955,edad,edad,107.0
956,ellas,ellas,107.0
957,hermosa,hermoso,107.0
958,honor,honor,106.0
959,simplemente,simplemente,106.0
960,llamas,llamar,52.5
961,llamas,llama,52.5
962,tengas,tener,105.0
963,corre,correr,105.0
964,baja,bajo,52.5
965,baja,baja,52.5
966,sol,sol,105.0
967,siéntate,sentar,105.0
968,dan,dar,105.0
969,humano,humano,105.0
970,divertido,divertido,52.5
971,divertido,divertir,52.5
972,sexo,sexo,104.0
973,vuelto,vuelto,52.0
974,vuelto,volver,52.0
975,peligro,peligro,52.0
976,peligro,peligrar,52.0
977,mesa,mesa,104.0
978,siguiente,siguiente,104.0
979,hablo,hablar,104.0
980,disculpa,disculpa,52.0
981,disculpa,disculpar,52.0
982,decirme,decir,104.0
983,caja,caja,103.0
984,negocios,negocio,51.5
985,negocios,negociar,51.5
986,misión,misión,103.0
987,silencio,silencio,103.0
988,sale,salir,103.0
989,llegado,llegar,103.0
990,estaría,estar,102.0
991,regreso,regreso,51.0
992,regreso,regresar,51.0
993,media,media,51.0
994,media,medio,51.0
995,estan,estar,101.0
996,propio,propio,101.0
997,oro,oro,50.5
998,oro,orar,50.5
999,enseguida,enseguida,101.0
1000,linda,lindo,100.0
1001,prometo,prometer,100.0
1002,esposo,esposo,50.0
1003,esposo,esposar,50.0
1004,norte,norte,99.0
1005,hubo,haber,99.0
1006,juro,jurar,99.0
1007,muerta,muerto,49.5
1008,muerta,morir,49.5
1009,interesante,interesante,99.0
1010,pensaba,pensar,99.0
1011,busca,buscar,49.5
1012,busca,busca,49.5
1013,terminar,terminar,99.0
1014,tendré,tener,98.0
1015,completamente,completamente,98.0
1016,cita,cita,49.0
1017,cita,citar,49.0
1018,siete,siete,98.0
1019,cumpleaños,cumpleaños,98.0
1020,abogado,abogado,98.0
1021,alrededor,alrededor,98.0
1022,cerebro,cerebro,98.0
1023,porqué,porqué,97.0
1024,llave,llave,97.0
1025,santo,santo,97.0
1026,hermoso,hermoso,97.0
1027,necesario,necesario,97.0
1028,edificio,edificio,97.0
1029,irnos,ir,97.0
1030,aun,aun,97.0
1031,tendremos,tener,97.0
1032,vayas,ir,97.0
1033,doy,dar,96.0
1034,trae,traer,96.0
1035,salió,salir,96.0
1036,ley,ley,96.0
1037,ahi,ahí,96.0
1038,verdadero,verdadero,96.0
1039,pelea,pelea,48.0
1040,pelea,pelear,48.0
1041,banco,banco,96.0
1042,terrible,terrible,95.0
1043,calma,calma,47.5
1044,calma,calmar,47.5
1045,cena,cena,47.5
1046,cena,cenar,47.5
1047,daré,dar,95.0
1048,gobierno,gobierno,95.0
1049,comprar,comprar,95.0
1050,creen,creer,47.0
1051,creen,crear,47.0
1052,sargento,sargento,94.0
1053,destino,destino,94.0
1054,existe,existir,94.0
1055,hacía,hacer,94.0
1056,novio,novio,93.0
1057,sala,sala,93.0
