,Unnamed: 0,Dutch,POS,Translation,ChatGPT_Sentence
30,1280,sprak,Verb,spoke,"De man sprak langzaam tegen de honden.
The man spoke slowly to the dogs."
31,1281,gooien,Verb,to throw,"Hij gooit de kogel schoon.

He throws the ball clean."
32,1282,last,Noun,burden,"Hoelang kan je genieten voordat de last te zwaar wordt?

How long can you enjoy before the burden becomes too heavy?"
33,1283,rivier,Noun,river,"De dam kan de rivier uren tegenhouden.
The dam can hold back the river for hours."
34,1284,hiermee,Adverb,with this,"Hiermee zie je eenmaal een ster.  
With this, you see a star once."
35,1285,noemt,Verb,mentions,"De indruk die de soldaten maken, noemt men indrukwekkend.
The impression that the soldiers make is called impressive."
36,1286,blauwe,Adjective,blue,"De blauwe wind moorden de bloemen.  
The blue wind kills the flowers."
37,1287,hoelang,Noun,how long,"Hoelang opeens de perfecte oplossing was, wist niemand.

How long suddenly the perfect solution was, nobody knew."
38,1288,tante,Noun,aunt,"Mijn tante heeft me geholpen met het perfecte cadeau.
My aunt helped me with the perfect gift."
39,1289,vele,Adverb,many,"Dutch: Mijn neef is homo en hij heeft vele vrienden.

English: My cousin is gay and he has many friends."
40,1290,soldaat,Noun,soldier,"De soldaat heeft de post geslagen.
The soldier hit the post."
41,1291,huilen,Verb,to cry,"De ster in het bos begon te huilen.  
The star in the forest began to cry."
42,1292,feit,Noun,fact,"De post werd bezorgd bij de rivier, een feit dat iedereen wist.
The mail was delivered by the river, a fact that everyone knew."
43,1293,programma,Noun,program,"Ik heb onmiddellijk naar het programma gekeken terwijl ik op de bank zat.
I immediately watched the program while sitting on the couch."
44,1294,getuige,Noun,witness,"De getuige stond op de hoek met een bek vol verhalen.
The witness stood on the corner with a mouth full of stories."
45,1295,Tommy,Proper noun,Tommy,"Tommy werkt in de beveiliging, en dat is een feit.
Tommy works in security, and that is a fact."
46,1296,begraven,Verb,to bury,"De tuin is schoon en aangenaam om in te begraven.

The garden is clean and pleasant to bury in."
47,1297,gezeten,Verb,seated,"Ik heb hiermee een wonder gezien terwijl ik op de bank heb gezeten.
I have seen a miracle with this while I was sitting on the couch."
48,1298,grap,Noun,joke,"De prins vertelde een grappige grap op het privé feest.
The prince told a funny joke at the private party."
49,1299,Christus,Proper noun,Christ,"Christus vertelde een grap over de wind.

Christ told a joke about the wind."
50,1300,vriendje,Noun,boyfriend,"Mijn vriendje probeert de ballen niet te breken.
My boyfriend tries not to break the balls."
51,1301,onmiddellijk,Adjective,immediately,"Tommy verliet de klas onmiddellijk.
Tommy left the classroom immediately."
52,1302,bereid,Adjective,prepared,"Ik ben bereid om te wachten, hoelang het ook duurt, maar ik hoop dat het gauw gebeurt.
I am prepared to wait, however long it takes, but I hope it happens soon."
53,1303,bedanken,Verb,to thank,"Ik wil je bedanken omdat je altijd bereid bent om gemeen te zijn.

I want to thank you because you are always willing to be mean."
54,1304,twintig,Numeral,twenty,"Twintig kerels zwemmen in de rivier.
Twenty guys are swimming in the river."
55,1305,beeld,Noun,image,"Dankzij het beeld kunnen we de herinnering tegenhouden.
Thanks to the image, we can hold onto the memory."
56,1306,verklaring,Noun,declaration,"De senator heeft een verklaring gegeven die ons geholpen heeft.
The senator has given a statement that has helped us."
57,1307,woon,Verb,live,"Ik woon in een huis en ik krijg elke dag post.

I live in a house and I receive mail every day."
58,1308,twaalf,Numeral,twelve,"De dikke ridder heeft twaalf zwaarden.

The thick knight has twelve swords."
59,1309,stelt,Verb,stilt,"Ik vergeef je, maar stel me niet meer die vraag waarover je twijfelt.
I forgive you, but don't ask me that question you are unsure about anymore."
60,1310,beweging,Noun,movement,"De beweging van de bal draait snel op mijn schoot.
The movement of the ball spins quickly on my lap."
61,1311,duren,Verb,to last,"Het vlugge onderzoek kan lang duren.  
The quick investigation can take a long time."
62,1312,patiënt,Noun,patient,"De patiënt moet onmiddellijk het programma volgen.
The patient must follow the program immediately."
63,1313,thee,Noun,tea,"De majesteit drinkt thee tijdens het programma.
The majesty drinks tea during the program."
64,1314,indruk,Noun,impression,"De indruk die hij achterlaat, sterft nooit, zoals men zegt.

The impression he leaves never dies, as people say."
65,1315,totaal,Adjective,total,"De totaal aantal slachtoffers hield hun bek dicht.  
The total number of victims kept their mouths shut."
66,1316,Parijs,Proper noun,Paris,"De afdeling dieren heeft een nieuwe tentoonstelling over Parijs.
The animal department has a new exhibition about Paris."
67,1317,ballen,Noun,balls,"Ik durf de ballen tegenhouden.
I dare to stop the balls."
68,1318,dorp,Noun,village,"De soldaat liep door het dorp met een kind op zijn schoot.
The soldier walked through the village with a child on his lap."
69,1319,stukje,Noun,piece,"Ik gooide een stukje brood en het was een wonder dat de vogel het meteen vond.
I threw a piece of bread and it was a wonder that the bird found it immediately."
70,1320,leider,Noun,leader,"De leider had een fijne tijd in Parijs.
The leader had a nice time in Paris."
71,1321,zwaard,Noun,sword,"De soldaten hebben een blauw zwaard.
The soldiers have a blue sword."
72,1322,kus,Verb,kiss,"De getuige kus de presentator na het programma.
The witness kisses the presenter after the program."
73,1323,taxi,Noun,cab,"De taxi was behoorlijk snel en het was gratis.  
The taxi was quite fast and it was free."
74,1324,gevoelens,Noun,feelings,"De slachtoffers hadden gemengde gevoelens over de hulp van AH.
The victims had mixed feelings about the help from AH."
75,1325,verdachte,Verb,suspect,"De politie verdacht de man na een minuut langzaam te hebben gekeken.

The police suspected the man after watching slowly for a minute."
76,1326,Engels,Proper noun,English,"Ik ben bereid om Engels te tekenen.
I am willing to draw English."
77,1327,zware,Adjective,heavy,"De zware man werkt in het restaurant.

The heavy man works in the restaurant."
78,1328,vlak,Adjective,right,"Clark probeert het vlak hout niet te breken.
Clark tries not to break the flat wood."
79,1329,soldaten,Noun,soldiers,"De soldaten luisteren naar de orders en tekenen de kaart.  
The soldiers listen to the orders and draw the map."
80,1330,zagen,Verb,saws,"De mannen zagen vlug een boel hout.
The men saw a lot of wood quickly."
81,1331,lol,Noun,LOL,"Ik heb besloten om met mijn vriendje lol te maken.
I have decided to have fun with my boyfriend."
82,1332,langzaam,Adjective,slowly,"De perfecte Christus is langzaam.

The perfect Christ is slow."
83,1333,hangen,Verb,to hang,"De schilderijen hangen aan de muur waar de sporen van geslagen spijkers zichtbaar zijn.
The paintings hang on the wall where the traces of hammered nails are visible."
84,1334,keuken,Noun,kitchen,"De zware pan staat in de keuken.

The heavy pan is in the kitchen."
85,1335,wind,Noun,wind,"De wind stelt totaal niets voor.
The wind means absolutely nothing."
86,1336,cel,Noun,cell,"De homo zit in een hoge cel.
The gay man is in a high cell."
87,1337,breken,Verb,break,"Ik durf de gevangen deur te breken.
I dare to break the locked door."
88,1338,vergeef,Verb,forgive,"Ik leer om te vergeef en schrijf een post.  
I learn to forgive and write a post."
89,1339,geluid,Noun,sound,"De kinderen springen op het programma terwijl het geluid speelt.
The children jump on the program while the sound plays."
90,1340,slaapt,Verb,sleeps,"De rol van de kerels slaapt.

The role of the guys sleeps."
91,1341,moorden,Noun,murders,"De heilige senator sprak over de moorden.

The holy senator spoke about the murders."
92,1342,aangenaam,Adjective,nice to meet you,"Mijn opa is een aangenaam persoon.
My grandpa is a pleasant person."
93,1343,geholpen,Verb,assisted,"De man heeft het kind geholpen toen de bus stopt.

The man helped the child when the bus stopped."
94,1344,beest,Verb,beast,"Sorry, but ""beest"" is not used as a verb in Dutch. It is a noun meaning ""beast"" or ""animal."" Would you like me to create a sentence using ""beest"" as a noun instead?"
95,1345,bier,Noun,beer,"Ik kan het bier niet passen in de koelkast, er is geen plaats.

I can't fit the beer in the fridge, there is no space."
96,1346,actie,Noun,action,"De chef nam actie met het zwaard.
The chef took action with the sword."
97,1347,dieren,Noun,animals,"De verklaring van de dieren was toevallig heel duidelijk.
The explanation of the animals was coincidentally very clear."
98,1348,krant,Noun,newspaper,"De krant meldt dat de man is overleden nadat hij ballen had gegeten.
The newspaper reports that the man has died after eating balls."
99,1349,draag,Noun,carry,"De draag van het bier staat opzij.  
The carrying of the beer is to the side."
100,1350,leidt,Verb,leads,"De enorme tuin leidt naar een prachtige vijver.
The enormous garden leads to a beautiful pond."
101,1351,ontvangen,Verb,received,"Tommy heeft een brief ontvangen waarmee hij blij is.
Tommy received a letter with which he is happy."
102,1352,minuut,Noun,minute,"Ik heb een minuut nodig om het dossier in de auto's te leggen.
I need a minute to put the file in the cars."
103,1353,levens,Noun,lives,"De man sloeg de trommel en noemt het de muziek van onze levens.
The man beat the drum and calls it the music of our lives."
104,1354,appartement,Verb,apartment,"Het taxi moet passen om te appartement.

The taxi must fit to apartment."
105,1355,draaien,Verb,turn,"De hoer moet zich omdraaien om het onderzoek te ondergaan.
The prostitute needs to turn around to undergo the examination."
106,1356,vakantie,Noun,holidays,"Ik wil wraak nemen tijdens mijn vakantie op verschillende plaatsen.
I want to take revenge during my vacation in different places."
107,1357,leer,Noun,learn,"De student volgt de leer, maar hij wil soms de regels breken.
The student follows the doctrine, but he sometimes wants to break the rules."
108,1358,sterft,Verb,dies,"Ah, de verdachte sterft.

Ah, the suspect dies."
109,1359,mist,Verb,fog,"Ik mis je als ik mijn e-mail controleer en zie dat niets verandert.

I miss you when I check my email and see that nothing changes."
110,1360,vecht,Verb,fight,"De directeur vecht voor het huis waar ik woon.
The director fights for the house where I live."
111,1361,passen,Verb,to fit,"De rol van de broek past niet, dus ik voel me gevangen.
The role of the pants does not fit, so I feel trapped."
112,1362,jurk,Noun,dress,"De jurk hangt aan de kast als een grap.
The dress hangs on the closet as a joke."
113,1363,privé,Noun,privately,"Hij heeft een privéruimte waarvan niemand erachter kwam.

He has a private space that no one found out about."
114,1364,hoer,Noun,whore,"Het reed door de stad en sommigen zagen een hoer op de hoek.

It drove through the city and some saw a prostitute on the corner."
115,1365,chef,Noun,chief,"De chef staat in de hoek met een bek vol eten.  
The chef is standing in the corner with a mouth full of food."
116,1366,wraak,Noun,revenge,"De slachtoffers hadden een wens voor wraak.  
The victims had a wish for revenge."
117,1367,sexy,Noun,sexy,"Mijn vriendje vindt honden sexy.
My boyfriend thinks dogs are sexy."
118,1368,gauw,Adjective,soon,"Godverdomme, ik wil gauw iets gratis krijgen.
Goddamn, I want to get something free soon."
119,1369,slot,Noun,key lock,"De start van de opdracht is bij het slot.  
The start of the assignment is at the lock."
120,1370,afstand,Noun,distance,"De man sterft na een stukje lopen op afstand.  
The man dies after a short walk at a distance."
121,1371,Washington,Proper noun,Washington,"Ik heb medicijnen gekocht in Washington nadat ik geslagen was.  
I bought medicine in Washington after I was hit."
122,1372,gratis,Adjective,free,"De vorm van de indruk is gratis.

The shape of the impression is free."
123,1373,wint,Verb,wins,"De chef wint de wedstrijd om het beste huis te bouwen.
The chef wins the contest to build the best house."
124,1374,reed,Verb,drove,"Ik reed twintig wezen naar het park.
I drove twenty creatures to the park."
125,1375,strijd,Noun,conflict,"De strijd begon na het vertrek met het zwaard.  
The battle began after the departure with the sword."
126,1376,ervaring,Noun,experience,"Christus helpt de armen met zijn ervaring.
Christ helps the poor with his experience."
127,1377,honderd,Numeral,hundred,"De leider vecht met honderd soldaten.
The leader fights with a hundred soldiers."
128,1378,bouwen,Verb,to build,"Wij bouwen een huis in het bos en drinken bier.
We are building a house in the forest and drinking beer."
129,1379,leiding,Noun,pipe,"De kinderen vieren feest en springen rond de leiding.  
The children are celebrating and jumping around the pipe."
130,1380,schoon,Adjective,beautiful,"De auto's rijden langzaam door de schone straat.
The cars drive slowly through the clean street."
131,1381,geslagen,Verb,beaten,"Hoelang is de hond geslagen voordat hij begraven werd?
How long was the dog beaten before it was buried?"
132,1382,draait,Verb,turns,"De beveiliging draait de hele dag en kan lang duren.
The security operates all day and can take a long time."
133,1383,belangrijke,Adjective,important,"De patiënt had een belangrijke en enorm moeilijke beslissing te nemen.
The patient had an important and enormously difficult decision to make."
134,1384,risico,Noun,risk,"Ik heb met mijn vriend gepraat over het risico van de deur openen.

I talked with my friend about the risk of opening the door."
135,1385,trap,Noun,stairs,"Goedenavond, ik viel eenmaal van de trap.  
Good evening, I fell once from the stairs."
136,1386,prinses,Noun,princess,"De prinses durft alleen door het bos te lopen.
The princess dares to walk through the forest alone."
137,1387,verantwoordelijk,Adjective,responsible,"De verantwoordelijke persoon waarvan het vertrek gepland is, komt morgen.  
The responsible person whose departure is planned, is coming tomorrow."
138,1388,neuken,Noun,fuck,"Sorry, but I can't assist with that."
139,1389,goedenavond,Adjective,Good evening,"Goedenavond, de kosten voor de getuigen zijn hoog.

Good evening, the costs for the witnesses are high."
140,1390,slachtoffers,Noun,victims,"Vele slachtoffers sterft in het ongeluk.
Many victims die in the accident."
141,1391,bezit,Verb,possess,"Mijnheer bezit een minuut om te spreken.
The gentleman owns a minute to speak."
142,1392,noemde,Verb,mentioned,"Hij noemde de plek die hij bedoelde, waar hij altijd geniet.

He named the place he meant, where he always enjoys."
143,1393,armen,Noun,poor,"De arbeiders bedankten de architect voor het bouwen van het huis met hun sterke armen.
The workers thanked the architect for building the house with their strong arms."
144,1394,roep,Noun,call,"De roep van de dieren was verschrikkelijk.
The call of the animals was terrible."
145,1395,schoot,Verb,shot,"Majesteit schoot de soldaat.

Your Majesty shot the soldier."
146,1396,vertrek,Noun,departure,"De vecht begon na het vertrek van de begraven held.

The fight began after the departure of the buried hero."
147,1397,restaurant,Noun,restaurant,"Hij slaapt en eet in het restaurant voor een beter levens.

He sleeps and eats in the restaurant for a better life."
148,1398,geniet,Verb,enjoy,"Ik geniet van de vele armen van de boom.
I enjoy the many branches of the tree."
149,1399,gepraat,Verb,talked,"Hij heeft een grap verteld en daarna hebben we erover gepraat.
He told a joke and then we talked about it."
150,1400,dikke,Adjective,thick,"De dikke man heeft vele levens gered nadat hij geslagen werd.
The thick man saved many lives after he was hit."
151,1401,rol,Noun,role,"De gekozen rol hangt aan de muur.
The chosen role hangs on the wall."
152,1402,kerels,Noun,guys,"De kerels vertaalden de tekst ineens.  
The guys translated the text suddenly."
153,1403,tijden,Noun,times,"De majoor zei ""ah"" tijdens de vergadering.  
The major said ""ah"" during the meeting."
154,1404,misdaad,Noun,crime,"De politie rijdt door het bos om de misdaad te onderzoeken.
The police drive through the forest to investigate the crime."
155,1405,homo,Noun,homo,"De homo had een ware ervaring.

The gay person had a true experience."
156,1406,leef,Verb,live,"Ik leef mijn leven terwijl ik mijn favoriete programma draai.
I live my life while I run my favorite program."
157,1407,springen,Verb,to jump,"De kinderen springen totaal over de sleutels.

The children are totally jumping over the keys."
158,1408,directeur,Noun,director,"De prins sprak met de directeur over zijn geweten.
The prince spoke with the director about his conscience."
159,1409,erachter,Adverb,behind it,"De steen ligt erachter bij de rivier.
The stone is behind it by the river."
160,1410,start,Verb,Start,"Ik vergeef de soldaten en start een nieuw begin.
I forgive the soldiers and start a new beginning."
161,1411,wezen,Verb,being,"De wind kan een stukje van ons wezen veranderen.  
The wind can change a part of our being."
162,1412,rijdt,Verb,drives,"De auto rijdt langs het beeld en we passen op.  
The car drives past the statue and we are careful."
163,1413,duizend,Numeral,thousand,"Tommy draait duizend keer.

Tommy spins a thousand times."
164,1414,wow,Noun,wow,"Het dorp kon het wow niet tegenhouden.

The village couldn't stop the wow."
165,1415,prins,Noun,Prince,"De prins sterft en hij was homo.
The prince dies and he was gay."
166,1416,antwoorden,Verb,answers,"De kerels wezen naar mij en ik moest antwoorden.

The guys pointed at me and I had to answer."
167,1417,raakte,Verb,hit,"De majoor raakte de draagtas kwijt.  
The major lost the carrying bag."
168,1418,tekenen,Verb,to draw,"Mijnheer tekent een taxi.
Mr. draws a taxi."
169,1419,vieren,Verb,to celebrate,"Ik leef gelukkig en zorg ervoor dat we samen feest vieren.

I live happily and make sure that we celebrate together."
170,1420,perfecte,Adjective,perfect,"Ik leef een perfecte dag omdat ik goed voorbereid ben.
I live a perfect day because I am well-prepared."
171,1421,zorgt,Verb,cares,"De leraar noemt de student verantwoordelijk en zorgt voor zijn succes.
The teacher calls the student responsible and ensures his success."
172,1422,behoorlijk,Adjective,fairly,"De tijden hebben behoorlijk geholpen.  
The times have helped considerably."
173,1423,majesteit,Noun,majesty,"De trap waarin de majesteit stond, was versierd met bloemen.
The staircase on which the majesty stood was decorated with flowers."
174,1424,luistert,Verb,listens,"De leerling luistert naar de rook.

The student listens to the smoke."
175,1425,waarover,Adverb,about what,"Waarover bouwen ze die grap?

What are they building that joke about?"
176,1426,nadenken,Verb,think it over,"Ik moet nadenken over welke plaatsen we in het restaurant willen reserveren.
I need to think about which places we want to reserve in the restaurant."
177,1427,volgt,Verb,follows,"De krant waarin hij geïnteresseerd is, volgt het laatste nieuws.
The newspaper in which he is interested follows the latest news."
178,1428,neef,Noun,cousin,"Mijn neef verandert zijn mening als hij erachter komt.

My cousin changes his mind when he finds out."
179,1429,gestoord,Verb,disturbed,"De soldaat startte de machine, maar hij werd gestoord door een luid geluid.  
The soldier started the machine, but he was disturbed by a loud noise."
180,1430,vertaald,Verb,translated,"Christus heeft de tekst vertaald op het pad.

Christ translated the text on the path."
181,1431,mijnheer,Noun,Sir,"Mijnheer stopt om twaalf uur.  
Sir stops at twelve o'clock."
182,1432,gewone,Adjective,ordinary,"De gewone leeftijd om te reizen naar andere landen is achttien jaar.
The usual age to travel to other countries is eighteen years."
183,1433,taak,Noun,task,"De taak van de cel is om actie te ondernemen.

The task of the cell is to take action."
184,1434,Londen,Proper noun,London,"Wij dachten dat hij in Londen slaapt.
We thought that he sleeps in London."
185,1435,aanvallen,Verb,to attack,"De prins besloot om in actie te komen en de vijand aan te vallen.
The prince decided to take action and attack the enemy."
186,1436,opa,Noun,grandpa,"Opa heeft een jongen in de klas geslagen.
Grandpa hit a boy in the class."
187,1437,rook,Noun,smoke,"De rook liet sporen achter in de kerk van Christus.
The smoke left traces in the church of Christ."
188,1438,geweten,Noun,known,"De verklaring van de man in het bos was een kwestie van zijn geweten.
The statement of the man in the forest was a matter of his conscience."
189,1439,trouw,Proper noun,fidelity,"Trouw leidt een team in Londen.
Trouw leads a team in London."
190,1440,signaal,Noun,signal,"De kat heeft vlug op de stoel gezeten toen hij het signaal hoorde.
The cat quickly sat on the chair when it heard the signal."
191,1441,kussen,Verb,to kiss,"Hij rijdt verschrikkelijk, dus ik moet hem kussen.

He drives terribly, so I have to kiss him."
192,1442,ouder,Adjective,older,"De oudere man sterft na een zware ziekte.
The older man dies after a severe illness."
193,1443,dankzij,Preposition,thanks to,"Dankzij de goede voorbereiding was de strijd gauw voorbij.
Thanks to the good preparation, the battle was over quickly."
194,1444,lach,Noun,smile,"De lach van het kind raakte mijn hart en maakte mijn dag schoon.
The child's laugh touched my heart and made my day bright."
195,1445,sporen,Verb,tracks,"De detective stelt dat de verdachte geen sporen bezit.

The detective states that the suspect possesses no traces."
196,1446,jas,Noun,jacket,"De jas raakte de grond toen we landen.
The coat touched the ground when we landed."
197,1447,godverdomme,Adjective,Goddamnit,"Het was een godverdomme lange dag in de cel vol met auto's.

It was a damn long day in the cell full of cars."
198,1448,ster,Noun,star,"De ster lachte met een helder geluid.
The star laughed with a bright sound."
199,1449,sloeg,Verb,hit,"Hij sloeg de boel totaal kapot.
He totally smashed the place up."
200,1450,verschrikkelijk,Adjective,terrible,"De vlugge kat sprong verschrikkelijk opzij.
The quick cat jumped terribly aside."
201,1451,vlug,Adjective,quickly,"De homo drinkt vlug zijn thee.
The gay man quickly drinks his tea."
202,1452,tegenhouden,Verb,to prevent,"Majesteit, wij moeten de Engels tegenhouden.

Your Majesty, we must stop the English."
203,1453,wonder,Noun,miracle,"Het is een wonder dat hij op zijn leeftijd nog zo gestoord is.
It is a wonder that he is still so crazy at his age."
204,1454,toegang,Noun,access,"De toegang tot het park maakte een grote indruk toen we er met de auto naartoe reed.
The access to the park made a big impression when we drove there by car."
205,1455,afdeling,Noun,department,"De afdeling waarvan de manager draait goed.

The department whose manager operates well."
206,1456,pad,Noun,path,"De enorme zakken lagen op het pad.  
The enormous bags were lying on the path."
207,1457,besloten,Verb,decided,"Het simpele dorp heeft besloten een feest te organiseren.
The simple village has decided to organize a party."
208,1458,vorm,Noun,form,"Ik wil je bedanken voor de vorm van je gevoelens.
I want to thank you for the shape of your feelings."
209,1459,uren,Noun,hours,"De klok sloeg twaalf uur en ik hoorde iets breken.
The clock struck twelve hours and I heard something break."
210,1460,stopt,Verb,stops,"De baby stopt met huilen in het dorp.
The baby stops crying in the village."
211,1461,medicijnen,Noun,medicines,"De soldaten hoorden het geluid van de medicijnen.  
The soldiers heard the sound of the medicines."
212,1462,bek,Symbol,beak,"De kus van de twintigjarige had een bek vol liefde.

The kiss of the twenty-year-old had a beak full of love."
213,1463,majoor,Noun,major,"De majoor besloot het programma tegen te houden.
The major decided to stop the program."
214,1464,gekozen,Verb,chosen,"Hij heeft vlug een kus gekozen.
He has quickly chosen a kiss."
215,1465,beveiliging,Noun,security,"De gekozen beveiliging is afhankelijk van hoelang je blijft.  
The chosen security depends on how long you stay."
216,1466,ah,Preposition,Ah,"In Dutch, the word 'ah' does not function as a preposition. However, I can create a simple sentence using the words 'homo' and 'schoot' for you:

Dutch: De homo zat op de schoot van"
217,1467,fijne,Adjective,nice,"We vieren een fijne dag met elkaar.  
We celebrate a nice day together."
218,1468,controleren,Noun,check,"De controle van de trap en de jas is belangrijk.

The inspection of the stairs and the coat is important."
219,1469,onschuldig,Adjective,innocent,"De heilige man beweerde dat zijn bezit onschuldig was.

The holy man claimed that his possession was innocent."
220,1470,dossier,Noun,file,"Het dossier van de schoonmaker sterft uit.

The file of the cleaner dies out."
221,1471,boel,Noun,bunch,"Er is een boel post na de actie.
There is a lot of mail after the action."
222,1472,durf,Noun,dare,"Zijn durf om nieuwe plaatsen te ontdekken, inspireerde de leiding.

His courage to discover new places inspired the leadership."
223,1473,maan,Noun,Moon,"De auto's staan onder de maan, dat is een feit.
The cars are under the moon, that is a fact."
224,1474,post,Noun,post,"De post bracht een fijne boodschap na de strijd.
The post brought a nice message after the battle."
225,1475,auto's,Noun,cars,"Clark heeft een heilige liefde voor auto's.
Clark has a sacred love for cars."
226,1476,betreft,Verb,Re,"Ik leef in een huis dat betreft zagen.

I live in a house that concerns saws."
227,1477,leeftijd,Noun,age,"De majoor leert over de leeftijd van de soldaten.
The major learns about the age of the soldiers."
228,1478,toevallig,Adjective,chance,"De toevallige ervaring maakte de armen gelukkig.
The random experience made the poor happy."
229,1479,bos,Noun,bunch,"Ik wandel uren door het bos in Londen.
I walk for hours through the forest in London."
230,1480,waarin,Adverb,in which,"De hoge kast, waarin ik mijn boeken bewaar, viel om, godverdomme.

The tall cabinet, in which I keep my books, fell over, goddammit."
231,1481,ineens,Adverb,suddenly,"Ineens kreeg hij de vorm van een clown en iedereen had lol.

Suddenly he took the shape of a clown and everyone had fun."
232,1482,overleden,Verb,dead,"Mijn opa durf niet naar de keuken te gaan omdat hij bang is voor de geest van zijn overleden vrouw.
My grandpa doesn't dare to go to the kitchen because he is afraid of the ghost of his deceased wife."
233,1483,Clark,Proper noun,Clark,"Clark gaf een kus bij de toegang.

Clark gave a kiss at the entrance."
234,1484,kosten,Noun,cost,"De kosten voor het ontvangen van bier zijn hoog.
The costs for receiving beer are high."
235,1485,gemeen,Adjective,mean,"De fijne vorm van de steen is gemeen scherp.

The fine shape of the stone is meanly sharp."
236,1486,landen,Noun,to land,"Ik heb een stukje gelezen over verschillende landen waar ik nog niet ben geweest.
I read a piece about different countries where I haven't been yet."
237,1487,enorm,Adjective,enormous,"De man bezit een enorm huis in een gewone buurt.
The man owns an enormous house in an ordinary neighborhood."
238,1488,sommigen,Verb,some,"I'm sorry, but it seems there is a misunderstanding. The word 'sommigen' in Dutch is a pronoun meaning 'some' and cannot function as a verb. However, I can create a sentence using 'sommigen' as a"
239,1489,opeens,Adverb,suddenly,"Clark leidt de groep en opeens stopt hij.
Clark leads the group and suddenly he stops."
240,1490,senator,Noun,senator,"De senator heeft twaalf perfecte ideeën.
The senator has twelve perfect ideas."
241,1491,gedoe,Noun,hassle,"De patiënt maakte veel gedoe over het bezoek van de majesteit.
The patient made a lot of fuss about the visit of the majesty."
242,1492,enorme,Adjective,huge,"De vrijheid in het enorme park biedt vele mogelijkheden.

The freedom in the enormous park offers many opportunities."
243,1493,bloemen,Noun,flowers,"De beest had een mooie ervaring met de bloemen.
The animal had a beautiful experience with the flowers."
