,Unnamed: 0,Dutch,POS,Translation,ChatGPT_Sentence
56,1556,ondertitel,Noun,subtitle,"Mijn vaders machine heeft een ondertitel.  
My father's machine has a subtitle."
57,1557,opstaan,Noun,to get up,"Het opstaan kan moeilijk zijn als je energie laag is, maar het is belangrijk om te voorkomen dat je te laat komt.

Getting up can be difficult when your energy is low, but it is important to prevent being late."
58,1558,lui,Pronoun,lazy,"In Dutch:
De duivel wil niet zwemmen omdat hij lui is.

In English:
The devil does not want to swim because he is lazy."
59,1559,gezocht,Verb,sought,"Ik heb naar een type huid gezocht.
I have searched for a type of skin."
60,1560,ophalen,Verb,to retrieve,"Ik moet vroeg opstaan, hoewel ik mijn broer later moet ophalen.
I have to get up early, although I have to pick up my brother later."
61,1561,verslaan,Verb,defeat,"Ik ben tevreden omdat ik mijn vriend tijdens de lunch heb verslagen.
I am satisfied because I defeated my friend during lunch."
62,1562,ergste,Adjective,worst,"De ergste verhalen zijn vaak de domme verhalen.

The worst stories are often the dumb stories."
63,1563,drankje,Noun,drink,"Ik ben gereed voor een drankje na een wandeling van 5 km.
I am ready for a drink after a walk of 5 km."
64,1564,publiek,Noun,audience,"De Amerikanen zochten het publiek.
The Americans sought the audience."
65,1565,nerveus,Adjective,nervous,"Ik ben nerveus omdat ik zojuist de testen heb gemaakt.
I am nervous because I just took the tests."
66,1566,gedrag,Noun,behaviour,"Het gedrag van de hond was netjes achtergelaten.

The behavior of the dog was neatly left behind."
67,1567,troep,Noun,rubbish,"De troep na de bruiloft was een bron van ergernis.  
The mess after the wedding was a source of annoyance."
68,1568,lab,Adjective,lab,"Het lab team heeft de schade onderzocht nadat de onderzoekers vertrokken waren.
The lab team examined the damage after the researchers had left."
69,1569,roken,Verb,smoking,"Hij betaalt om in het veld te roken.
He pays to smoke in the field."
70,1570,keren,Verb,turn,"De klanten keren terug naar het veld.
The customers return to the field."
71,1571,zocht,Verb,was looking for,"Hij zocht naar het gedrag van iemand die gelogen had.
He searched for the behavior of someone who had lied."
72,1572,bad,Noun,bath,"De arts zei dat zijn gedrag in het bad goed was.
The doctor said that his behavior in the bath was good."
73,1573,dik,Adjective,fat,"De dikke man heeft fouten gemaakt maar is ontsnapt.
The fat man made mistakes but escaped."
74,1574,vaders,Noun,fathers,"De vaders hebben naar een compleet antwoord gezocht.
The fathers have searched for a complete answer."
75,1575,alarm,Noun,alarm,"Hoewel hij een brief schreef, ging de alarm af.

Although he wrote a letter, the alarm went off."
76,1576,akkoord,Noun,agree,"Ik heb het advies achtergelaten en ben akkoord gegaan.
I left the advice and agreed."
77,1577,doelwit,Adjective,target,"Het publiek wil de genezen doelwit patiënt zien.

The public wants to see the healed target patient."
78,1578,vaker,Adjective,more often,"De deuren naar vijanden staan vaker open.  
The doors to enemies are open more often."
79,1579,schade,Noun,injury,"De troep veroorzaakte veel schade, maar ik ben tevreden met de schoonmaak.  
The mess caused a lot of damage, but I am satisfied with the cleanup."
80,1580,bruiloft,Verb,wedding,"Sorry, but ""bruiloft"" is a noun in Dutch, meaning ""wedding."" It cannot be used as a verb. However, I can create a sentence using ""bruiloft"" as a noun along with the words ""suk"
81,1581,gegevens,Noun,facts,"Ik moet de gegevens over roken uitzoeken.
I need to look up the data about smoking."
82,1582,genoemd,Verb,named,"De leraar heeft de verhalen genoemd die de studenten geïnteresseerd hebben.  
The teacher has mentioned the stories that the students were interested in."
83,1583,terugkomen,Verb,coming back,"Ik ben nerveus omdat ik terug moet komen naar de plaats die je genoemd hebt.
I am nervous because I have to return to the place you mentioned."
84,1584,vernietigd,Verb,destroyed,"De rook van de oorlog heeft veel vernietigd.
The smoke of the war has destroyed a lot."
85,1585,steken,Verb,stiches,"De klootzakken proberen mij te steken op de mooiste dag van mijn leven.
The bastards are trying to stab me on the most beautiful day of my life."
86,1586,geweld,Noun,violence,"De rechercheur zocht naar het geweld.  
The detective was looking for the violence."
87,1587,vergeven,Verb,to forgive,"De arts heeft de patiënt vergeven omdat hij een gaaf persoon is.
The doctor forgave the patient because he is a cool person."
88,1588,Amerikanen,Proper noun,Americans,"De Amerikanen willen alles compleet uitzoeken.
The Americans want to figure everything out completely."
89,1589,mening,Noun,opinion,"Mijn mening is dat mensen lijden als ze geen hulp kunnen ophalen.  
My opinion is that people suffer if they cannot get help."
90,1590,kies,Noun,choose,"Ik ben akkoord en gereed om mijn kies te laten trekken.
I agree and am ready to have my tooth pulled."
91,1591,type,Noun,type,"Hij is een type dat het halve proces begrijpt.
He is a type that understands half the process."
92,1592,bedacht,Verb,invented,"Hij bedacht een plan om de bal te vangen tijdens de medische training.
He devised a plan to catch the ball during the medical training."
93,1593,belangrijkste,Adjective,main,"De CIA vermoordt de belangrijkste getuige.

The CIA kills the most important witness."
94,1594,las,Verb,las,"Ik las een boek nadat ik mijn verstand had gegeten.
I read a book after I had eaten my meal."
95,1595,grens,Noun,border,"Ik hoopte de grens te verslaan.  
I hoped to defeat the border."
96,1596,paniek,Noun,panic,"Hij verraden ons en nu is er paniek omdat hij ontsnapt is.
He betrayed us and now there is panic because he has escaped."
97,1597,universiteit,Noun,university,"De universiteit heeft haar deuren gesloten en ik ben thuis gebleven.
The university has closed its doors and I stayed home."
98,1598,verboden,Verb,forbidden,"Het is bedacht door de coach dat roken verboden wordt.

It is thought up by the coach that smoking will be prohibited."
99,1599,west,Noun,west,"De blik op het west beïnvloedt ons gedrag.
The view of the west influences our behavior."
100,1600,rotzooi,Noun,mess,"De inspecteur kreeg een telefoontje over de rotzooi in het park.
The inspector received a phone call about the mess in the park."
101,1601,moed,Noun,courage,"Hij toont moed en hopen op een betere toekomst.
He shows courage and hopes for a better future."
102,1602,dichterbij,Adjective,closer,"Mijn volwassen broeder woont dichterbij.

My adult brother lives closer."
103,1603,blanke,Adjective,White person,"Simon vertelt blanke verhalen.
Simon tells white stories."
104,1604,verbergen,Noun,hide,"Het verdomde verbergen werd genoemd in het rapport.
The damned hiding was mentioned in the report."
105,1605,gaaf,Adjective,great,"De film die binnenkort uitkomt is echt gaaf, iedereen snapt waarom.

The movie that comes out soon is really cool, everyone understands why."
106,1606,voorkomen,Verb,prevent,"De oplossing is gebleven om problemen te voorkomen.
The solution has remained to prevent problems."
107,1607,duivel,Noun,devil,"De rare man werd verraden door de duivel.  
The strange man was betrayed by the devil."
108,1608,persoonlijke,Adjective,personal,"De persoonlijke taal zal niet verdwijnen.  
The personal language will not disappear."
109,1609,bepaalde,Verb,certain,"De leraar bepaalde dat de studenten gereed moesten zijn voor de verwachte toets.
The teacher determined that the students had to be ready for the expected test."
110,1610,Rome,Proper noun,Rome,"De lui zitten op het veld in Rome.
The lazy people are sitting in the field in Rome."
111,1611,rusten,Verb,rest,"De echtgenoot van de officier wil rusten.  
The officer's spouse wants to rest."
112,1612,juffrouw,Noun,miss,"De juffrouw zei dat we niet mogen roken tijdens de testen.
The teacher said that we are not allowed to smoke during the tests."
113,1613,fles,Noun,bottle,"Dutch: Hij bedacht een goede gedachte terwijl hij naar de fles keek.

English: He thought of a good idea while he looked at the bottle."
114,1614,kaarten,Noun,Cards,"De menselijke doelwit speelt kaarten.
The human target plays cards."
115,1615,dna,Noun,DNA,"Het dna van de verdachte werd gevangen en onderzocht, zoals vermeld in de ondertitel.

The DNA of the suspect was captured and examined, as mentioned in the subtitle."
116,1616,stappen,Noun,steps,"De stappen in de bak klinken steeds harder.
The steps in the box sound increasingly louder."
117,1617,vrije,Adjective,free,"Mijn broeder maakte een vrije schot.  
My brother made a free shot."
118,1618,schijnt,Verb,appears,"De halve maan schijnt helder terwijl we gaven verzamelen.

The half moon shines brightly while we gather gifts."
119,1619,favoriete,Adjective,favourite,"Mijn favoriete film is bijzonder, dus ik bekijk hem vaak.

My favorite movie is special, so I watch it often."
120,1620,spelletje,Noun,game,"Mijn favoriete spelletje maakt me tevreden.
My favorite game makes me happy."
121,1621,broeder,Adjective,brother,"De broeder heeft nagedacht over de kaarten.
The brother has thought about the cards."
122,1622,coach,Noun,coach,"De coach hoopte dat het team trekt naar de overwinning.
The coach hoped that the team pulls towards the victory."
123,1623,overkomen,Verb,happen,"De problemen die ik heb gevolgd, lijken nu te overkomen en verdwijnen.

The problems I have followed now seem to overcome and disappear."
124,1624,poort,Verb,gate,"De soldaten poorten het geweld in het veld.

The soldiers gate the violence in the field."
125,1625,zomer,Noun,summer,"De kleur van de drank doet me denken aan de zomer.
The color of the drink reminds me of the summer."
126,1626,afgesproken,Verb,agreed to meet,"Wij hebben afgesproken om niet te lijden onder rare omstandigheden.
We agreed not to suffer under strange circumstances."
127,1627,bron,Noun,source,"De doc snapt de bron niet.
The teacher doesn't understand the source."
128,1628,advies,Noun,advice,"De klanten hebben nagedacht over het advies.

The customers have thought about the advice."
129,1629,Pete,Proper noun,Pete,"Pete werkt harder om de grens te bereiken.
Pete works harder to reach the border."
130,1630,Jason,Proper noun,Jason,"Jason heeft de ergste keren meegemaakt.
Jason has experienced the worst times."
131,1631,sukkel,Noun,softy,"De sukkel vergat het telefoontje dat binnenkort zou komen.
The fool forgot the phone call that would come soon."
132,1632,geslapen,Verb,slept,"Ik heb mijn pyjama aangedaan en hoop goed geslapen te hebben.
I put on my pajamas and hope to have slept well."
133,1633,jaloers,Noun,jealous,"De jaloers van de big is moeilijk te begrijpen met ons verstand.
The jealousy of the pig is hard to understand with our mind."
134,1634,kogels,Noun,bullets,"De kinderen waren tevreden, maar de rotzooi lag vol met kogels.

The children were satisfied, but the mess was full of bullets."
135,1635,kamp,Noun,camp,"Vaarwel, ik ga naar het kamp met mijn tent.  
Goodbye, I am going to the camp with my tent."
136,1636,zwak,Adjective,weak,"De zwak bedoelde woorden veroorzaakten geen geweld.
The weakly intended words caused no violence."
137,1637,gevolgd,Verb,followed,"De CIA heeft het geweld gevolgd.
The CIA has followed the violence."
138,1638,vertrokken,Verb,left,"Ik bekijk de foto terwijl hij vertrokken is naar een harder leven.
I look at the photo while he has left for a harder life."
139,1639,stuurde,Verb,sent,"Hij stuurde de gereed documenten, maar was nerveus.

He sent the ready documents, but was nervous."
140,1640,menselijke,Adjective,human,"Hoewel het schot hard was, bleef de menselijke reactie snel.

Although the shot was hard, the human reaction remained quick."
141,1641,klanten,Noun,customers,"De juffrouw gedraagt zich vriendelijk tegenover de klanten.
The lady behaves kindly towards the customers."
142,1642,lukken,Verb,succeed,"Het lukte mij vanochtend om het dna-experiment te voltooien.
It succeeded for me this morning to complete the DNA experiment."
143,1643,Engeland,Proper noun,England,"In de zomer heb ik nagedacht over een reis naar Engeland.
In the summer, I thought about a trip to England."
144,1644,vingers,Noun,fingers,"De kip probeert haar vingers te verbergen.
The chicken tries to hide her fingers."
145,1645,ziekte,Noun,disease,"De ziekte van de duivel maakt mensen niet vrije.  
The disease of the devil does not make people free."
146,1646,vissen,Verb,fishing,"De sukkel is tevreden omdat hij vissen kan.

The fool is satisfied because he can fish."
147,1647,CIA,Proper noun,C.I.A,"De CIA heeft bijzonder nieuws over de donder.  
The CIA has special news about the thunder."
148,1648,Mexico,Proper noun,Mexico,"Ik heb moed in mijn vingers nodig om naar Mexico te reizen.
I need courage in my fingers to travel to Mexico."
149,1649,locatie,Noun,location,"De locatie is harder te vinden dan ik had gedacht, maar met verstand lukt het wel.

The location is harder to find than I thought, but with sense, it works."
150,1650,vangen,Verb,to catch,"De officier moet harder werken om de dief te vangen.
The officer must work harder to catch the thief."
151,1651,waardoor,Adverb,as a result of which,"Hoewel het virus zich snel verspreidt, nemen mensen voorzorgsmaatregelen, waardoor de impact wordt verminderd.
Although the virus spreads quickly, people are taking precautions, thereby reducing the impact."
152,1652,nagedacht,Verb,thought,"Hij heeft lui op de bank gelegen en nagedacht over hoe hij verraden werd.
He lay lazily on the couch and thought about how he was betrayed."
153,1653,gaven,Verb,gifts,"Zij gaven bepaalde cadeaus met een bedoeling.

They gave certain gifts with a purpose."
154,1654,medische,Adjective,medical,"De medische inspecteur vond het onderzoek gemakkelijk.
The medical inspector found the examination easy."
155,1655,geloofde,Verb,believed,"Hij geloofde dat de rotzooi zou verdwijnen.

He believed that the mess would disappear."
156,1656,mooiste,Adjective,most beautiful,"De mooiste momenten lijden ons dichterbij elkaar.
The most beautiful moments bring us closer to each other."
157,1657,broers,Noun,brothers,"Mijn broers vertrekt naar het noorden.
My brothers are leaving for the north."
158,1658,tevreden,Adjective,satisfied,"De patiënt is zojuist tevreden met de medische zorg.  
The patient is just now satisfied with the medical care."
159,1659,city,Symbol,City,"De ondertitel van de film snapt de stad niet.

The subtitle of the movie does not understand the city."
160,1660,details,Noun,details,"De doos bevat veel details over het type product.
The box contains many details about the type of product."
161,1661,gereed,Adjective,ready,"De gereed geschoten man veroorzaakte paniek.

The ready-shot man caused panic."
162,1662,aangedaan,Verb,affected,"Hij snapt niet wat hem is aangedaan en wat er is overkomen.

He doesn't understand what has been done to him and what has happened."
163,1663,zojuist,Adverb,just now,"Don heeft zojuist iets onverwachts gedaan.
Don has just done something unexpected."
164,1664,menselijk,Adjective,human,"De menselijke oplossing is om de leugenaar te confronteren.
The human solution is to confront the liar."
165,1665,blik,Noun,look,"Hij toonde mij een blik en vergaf mijn fout.
He showed me a can and forgave my mistake."
166,1666,verband,Noun,bandage,"Het verband werd gevonden in het veld nadat we hadden gegeten.
The bandage was found in the field after we had eaten."
167,1667,schot,Noun,shot,"Tijdens de lunch hoorde ik een schot en zag iemand verdwijnen.

During lunch, I heard a shot and saw someone disappear."
168,1668,punten,Noun,points,"De fles viel drie keren en kreeg veel punten.  
The bottle fell three times and got many points."
169,1669,domme,Adjective,stupid,"De domme man stemde in met het akkoord in de stad.
The foolish man agreed to the deal in the city."
170,1670,vogel,Noun,bird,"De vogel werkt aan een project over de oorlog.
The bird is working on a project about the war."
171,1671,project,Noun,project,"We zullen een nieuw project opnemen om menselijke waarden te bevorderen.
We will undertake a new project to promote human values."
172,1672,trekt,Verb,pulls,"De doc trekt een blik open.
The teacher opens a can."
173,1673,stemmen,Noun,to vote,"De vrije stemmen ophalen is belangrijk.

Collecting the free votes is important."
174,1674,genoegen,Noun,pleasure,"Het is een genoegen om te rusten terwijl hij een kaart stuurt.
It is a pleasure to rest while he sends a card."
175,1675,burgemeester,Noun,mayor,"De burgemeester had geen twijfel over de verhalen.  
The mayor had no doubt about the stories."
176,1676,genezen,Verb,cured,"De dokter heeft de patiënt op deze locatie genezen van wat hij heeft meegemaakt.
The doctor healed the patient at this location from what he experienced."
177,1677,gedachte,Noun,thought,"Ik las een boek terwijl ik aan een gedachte over roken dacht.
I read a book while thinking about a thought on smoking."
178,1678,films,Noun,movies,"Ik geloofde dat films mij konden overkomen.
I believed that films could happen to me."
179,1679,hoopte,Verb,hoped,"Ik hoopte dat ik tijdens de lunch meer punten zou krijgen.
I hoped that I would get more points during lunch."
180,1680,doc,Proper noun,doc,"Doc is aangedaan door de elf.
Doc is affected by the elf."
181,1681,gebruikte,Verb,used,"Hij gebruikte de afgesproken crème op zijn huid.
He used the agreed-upon cream on his skin."
182,1682,gelaten,Verb,left,"De blanke man heeft de locatie gelaten.

The white man has left the location."
183,1683,voeren,Verb,feed,"Ik heb geslapen en nu ga ik de dieren voeren, vaarwel.

I have slept and now I am going to feed the animals, farewell."
184,1684,bedenken,Verb,to think of,"Ik moet iets bedenken voordat we vertrekken om een cadeau uit te zoeken.
I need to think of something before we leave to pick out a gift."
185,1685,bekijk,Adjective,look at,"In Dutch, 'bekijk' is typically used as a verb meaning 'to look at' or 'to view,' and it doesn't function as an adjective. However, I can create a sentence using 'bekijk' as a verb along with the"
186,1686,verborgen,Verb,hidden,"De dief verborgen zich toen de donder klonk, maar werd later gearresteerd.
The thief hid when the thunder sounded, but was later arrested."
187,1687,oplossing,Noun,solution,"Het drankje dat ik zojuist heb gedronken is de oplossing voor mijn dorst.
The drink that I just drank is the solution for my thirst."
188,1688,donder,Noun,Thunder,"De donder liet ons bedenken om snel het veld te verlaten.
The thunder made us think to quickly leave the field."
189,1689,verdomd,Verb,damn,"De ziekte verdomt hem tot lijden.
The disease condemns him to suffering."
190,1690,laag,Adjective,low,"De man geloofde dat zijn gedrag laag was.
The man believed that his behavior was low."
191,1691,km,Symbol,km,"Roken is slecht voor de gezondheid volgens medische experts, vooral binnen 5 km van een ziekenhuis.

Smoking is bad for health according to medical experts, especially within 5 km of a hospital."
192,1692,bak,Noun,bin,"De bak ruikt naar donder.
The container smells like thunder."
193,1693,speelde,Verb,played,"De jongen speelde muziek die in mijn oren bleef overkomen.  
The boy played music that kept echoing in my ears."
194,1694,verwachten,Verb,to expect,"Ik verwacht je bij de poort met een drankje.  
I expect you at the gate with a drink."
195,1695,uitstekend,Adjective,excellent,"De uitstekende gaven van de vergeven man zijn bewonderenswaardig.

The excellent gifts of the forgiven man are admirable."
196,1696,voedsel,Noun,food,"Ik heb slecht geslapen en het voedsel in het hotel was ook niet goed.  
I slept badly and the food in the hotel was not good either."
197,1697,arts,Noun,doctor,"De arts heeft elf krachten.  
The doctor has eleven powers."
198,1698,fouten,Noun,errors,"De bak is dik met fouten.  
The container is thick with mistakes."
199,1699,super,Noun,super,"De super schijnt heel big te zijn.
The supermarket seems to be very big."
200,1700,testen,Verb,to test,"De blanke muur werd vernietigd om te testen.  
The white wall was destroyed to test."
201,1701,kleur,Noun,colour,"Ik gaf advies over de kleur van de papieren.  
I gave advice about the color of the papers."
202,1702,aangevallen,Verb,attacked,"De kip werd aangevallen en we moeten het probleem oplossen.  
The chicken was attacked and we need to solve the problem."
203,1703,station,Noun,station,"Ik zocht naar het station omdat ik geïnteresseerd was in de treinen.
I was looking for the station because I was interested in the trains."
204,1704,kip,Verb,chicken,"De kunstenaar kip de kleur op de papieren.

The artist taps the color on the papers."
205,1705,Simon,Proper noun,Simon,"Simon wil naar Mexico stappen.
Simon wants to step to Mexico."
206,1706,piloot,Noun,pilot,"De piloot toont de weg naar Rome.
The pilot shows the way to Rome."
207,1707,truck,Noun,truck,"De truck bracht ons naar het kamp bij het strand.
The truck brought us to the camp by the beach."
208,1708,duizenden,Numeral,thousands,"Duizenden mensen hebben gezocht en geslapen in het park.
Thousands of people have searched and slept in the park."
209,1709,kluis,Noun,safe,"De kluis bevat het voedsel voor de bruiloft.
The safe contains the food for the wedding."
210,1710,maatje,Noun,Buddy,"Mijn maatje en ik hebben een compleet avontuur in Rome gehad.
My buddy and I had a complete adventure in Rome."
211,1711,des,Determiner,des,"De rechercheur kwam terug van des avonds werk.
The detective returned from the evening's work."
212,1712,echtgenoot,Noun,husband,"De bepaalde inspecteur sprak met mijn echtgenoot.
The particular inspector spoke with my husband."
213,1713,Don,Proper noun,Don,"Don verbergt zich in de stad.
Don hides in the city."
214,1714,vermoordt,Verb,kills,"De detective vermoorde de verdachte zoals afgesproken, wat super spannend was.
The detective murdered the suspect as agreed, which was super exciting."
215,1715,gouden,Adjective,golden,"De verdomde kat probeerde de gouden vis te vangen.
The damn cat tried to catch the golden fish."
216,1716,elf,Numeral,eleven,"Ik moet elf kinderen van St. school ophalen.
I have to pick up eleven children from St. school."
217,1717,gebleven,Verb,remained,"Hij geloofde dat de ziekte gebleven was.

He believed that the illness had remained."
218,1718,taal,Noun,language,"Ik heb veel meegemaakt, maar ik kan mijn gevoelens niet in taal verbergen.
I have experienced a lot, but I cannot hide my feelings in language."
219,1719,sterker,Adjective,stronger,"Ik hopen dat de poort sterker is.

I hope that the gate is stronger."
220,1720,noorden,Noun,north,"De kaart die we hebben achtergelaten toont het noorden, zodat we het kunnen opnemen.

The map we left behind shows the north, so we can record it."
221,1721,zwemmen,Verb,swimming,"De kinderen zwemmen terecht in de troep.  
The children are swimming rightly in the mess."
222,1722,hoewel,Conjunction,although,"Hoewel hij maar een halve schot nam, scoorde hij toch.
Although he took only a half shot, he still scored."
223,1723,leugenaar,Noun,liar,"De leugenaar heeft tevreden geslapen.
The liar slept contentedly."
224,1724,St.,Proper noun,St.,"St. heeft vijanden bij de CIA.
St. has enemies at the CIA."
225,1725,vermist,Verb,missing,"De jas past uitstekend, maar mijn sjaal is vermist.
The coat fits excellently, but my scarf is missing."
226,1726,toon,Noun,show,"In de zomer toon ik mijn nieuwe bad.

In the summer I show my new bath."
227,1727,vijanden,Noun,enemies,"De vijanden in het lab aten lunch.  
The enemies in the lab ate lunch."
228,1728,meegemaakt,Verb,experienced,"Ik heb veel meegemaakt sinds ik die vis heb gevangen tijdens het ontbijt.
I have experienced a lot since I caught that fish during breakfast."
229,1729,compleet,Adjective,completely,"De compleet nieuwe training heeft mij sterker gemaakt, vaarwel oude gewoontes.
The completely new training has made me stronger, farewell old habits."
230,1730,shirt,Adjective,shirt,"De jongen snapt dat de sterker shirt hem goed staat.
The boy understands that the stronger shirt looks good on him."
231,1731,deuren,Noun,doors,"De domme man opende de gekke deuren.
The dumb man opened the crazy doors."
232,1732,vertrekt,Verb,leaves,"Hij vertrekt om een bepaalde tijd om het project te bespreken.
He leaves at a certain time to discuss the project."
233,1733,lijden,Verb,suffering,"Hij schijnt te lijden, maar hij zal het werk afmaken.

He seems to be suffering, but he will finish the work."
