word,rank,lemma,duplicate
pescar,5623,pescar,True
olvidas,5624,olvidar,True
naciones,5625,nación,True
llevara,5626,llevar,True
graciosa,5627,gracioso,True
emergencias,5628,emergencia,True
conviene,5629,convenir,False
comunicaciones,5630,comunicación,True
caí,5631,caer,True
ocuparé,5632,ocupar,True
niñita,5633,niñita,False
hazte,5634,hacer,True
estupenda,5635,estupendo,True
disciplina,5636,disciplina,False
case,5637,casar,True
arriesgado,5638,arriesgado,False
arquitecto,5640,arquitecto,False
vaticano,5641,Vaticano,False
traerme,5642,traer,True
tiroteo,5643,tiroteo,False
sirvo,5644,servir,True
sentirás,5645,sentir,True
ratón,5646,ratón,False
quitarme,5647,quitar,True
quedaba,5648,quedar,True
preguntan,5649,preguntar,True
permíteme,5650,permitir,True
masacre,5651,masacre,False
infancia,5652,infancia,False
indio,5653,indio,True
homosexual,5654,homosexual,False
chance,5655,chance,False
barba,5656,barba,False
artes,5657,arte,True
acerque,5658,acercar,True
susto,5659,susto,False
síntomas,5660,síntoma,False
salvarte,5661,salvar,True
sabio,5662,sabio,False
romance,5663,romance,False
petición,5664,petición,False
peligrosos,5665,peligroso,True
orinar,5666,orinar,False
macho,5667,macho,False
llevarse,5668,llevar,True
lindos,5669,lindo,True
protegerte,5670,proteger,True
profundidad,5671,profundidad,False
pides,5672,pedir,True
permanente,5673,permanente,False
investigaciones,5674,investigación,True
cruzando,5675,cruzar,False
comenzando,5676,comenzar,True
atrapada,5677,atrapado,False
trampas,5679,trampa,False
tomemos,5680,tomar,True
tímido,5681,tímido,False
ola,5682,ola,False
narices,5683,nariz,False
diana,5684,diana,False
presentarles,5686,presentar,True
pasaremos,5687,pasar,True
observa,5688,observar,True
nacer,5689,nacer,True
mona,5690,mona,False
mm,5692,mm,False
increíblemente,5694,increíblemente,False
despegar,5695,despegar,False
comentario,5696,comentario,False
sufre,5697,sufrir,True
ramera,5698,ramera,False
perfume,5699,perfume,False
oscura,5700,oscuro,False
olas,5701,ola,False
obligado,5702,obligado,False
noviembre,5704,noviembre,False
logré,5705,lograr,True
llevaría,5706,llevar,True
fallado,5707,fallado,False
escocia,5709,Escocia,False
destruyó,5710,destruir,False
conduciendo,5711,conducir,True
camiseta,5712,camiseta,False
venas,5713,vena,False
riendo,5714,reír,True
resistir,5715,resistir,False
pavo,5716,pavo,False
pagué,5717,pagar,True
nieto,5718,nieto,False
liberar,5719,liberar,False
hogares,5720,hogar,False
denle,5721,dar,True
barón,5722,barón,False
aguanto,5723,aguantar,True
vicepresidente,5724,vicepresidente,False
simón,5725,simón,False
querrías,5727,querer,True
quedara,5728,quedar,True
jodidos,5730,jodido,False
enfermeras,5732,enfermera,False
despertado,5733,despertado,False
comentarios,5735,comentario,False
alumnos,5736,alumno,False
aburrida,5737,aburrido,False
norma,5740,norma,False
musical,5742,musical,False
lápiz,5743,lápiz,False
jodan,5744,joder,True
fruta,5746,fruta,False
entran,5747,entrar,True
eléctrica,5748,eléctrica,False
crítica,5750,crítica,False
comí,5751,comer,True
chip,5752,chip,False
cargado,5753,cargado,False
altas,5755,alta,True
venden,5757,vender,True
superiores,5758,superior,True
sufriendo,5759,sufrir,True
sacamos,5760,sacar,True
invitó,5761,invitar,True
huelo,5762,oler,False
harían,5763,hacer,True
gastar,5764,gastar,False
escapa,5765,escapar,True
confirmar,5766,confirmar,False
quitado,5767,quitado,False
probando,5769,probar,True
perímetro,5770,perímetro,False
pegado,5771,pegado,False
olviden,5773,olvidar,True
mentirosa,5774,mentiroso,True
forense,5776,forense,False
ésas,5777,ese,True
dignidad,5779,dignidad,False
detectives,5780,detective,False
deportes,5781,deporte,True
delicado,5782,delicado,False
cuarenta,5783,cuarenta,False
constante,5784,constante,False
bebes,5785,beber,True
sesos,5786,seso,False
seriamente,5787,seriamente,False
regresemos,5788,regresar,True
protegiendo,5789,proteger,True
muralla,5790,muralla,False
meterse,5791,meter,True
lleves,5792,llevar,True
inténtalo,5793,intentar,True
huye,5794,huir,True
embarazo,5795,embarazo,False
debimos,5797,deber,True
cuartos,5798,cuarto,True
copas,5799,copa,False
rehén,5800,rehén,True
pisos,5801,piso,True
persiguiendo,5802,perseguir,False
milagros,5803,milagro,True
horror,5805,horror,False
emocional,5806,emocional,False
comedor,5807,comedor,False
busqué,5808,buscar,True
buscarme,5809,buscar,True
tumbas,5810,tumba,False
subtitulado,5812,subtitulado,False
plazo,5813,plazo,False
pesca,5814,pesca,False
muertas,5816,muerto,True
mantenerlo,5818,mantener,True
llamaremos,5819,llamar,True
litros,5820,litro,False
horribles,5821,horrible,True
deudas,5822,deuda,True
detiene,5823,detener,True
compraste,5824,comprar,True
comisaría,5825,comisaría,False
verlas,5826,ver,True
vé,5827,ver,True
vago,5828,vago,False
unica,5830,único,True
radiación,5831,radiación,False
múltiples,5832,múltiple,False
muchísimas,5833,muchísimo,True
equivoca,5835,equivocar,True
cuya,5836,cuyo,True
cortinas,5837,cortina,False
tenerla,5838,tener,True
tapa,5839,tapa,False
sorpresas,5841,sorpresa,True
respiro,5842,respiro,False
preguntarme,5846,preguntar,True
oyendo,5847,oír,True
mordida,5848,mordida,False
mmm,5851,mmm,False
miró,5852,mirar,True
marchar,5853,marchar,False
mantequilla,5854,mantequilla,False
guardián,5855,guardián,False
escándalo,5856,escándalo,False
causó,5857,causar,True
aléjense,5858,alejar,False
acercando,5859,acercar,True
vió,5860,ver,True
tinta,5861,tinta,False
sindicato,5863,sindicato,False
reuniones,5864,reunión,True
pida,5865,pedir,True
personajes,5866,personaje,True
lees,5867,leer,True
dispuesta,5868,dispuesto,True
descripción,5870,descripción,False
calzones,5871,calzón,False
brigada,5872,brigada,False
ayudaría,5873,ayudar,True
repugnante,5874,repugnante,False
odiaba,5875,odiar,True
misa,5876,misa,False
metrópolis,5877,metrópolis,False
meterme,5879,meter,True
mamita,5880,mamita,False
jamón,5881,jamón,False
ésos,5882,ese,True
cazadores,5884,cazador,True
usarla,5885,usar,True
retraso,5886,retraso,False
responsabilidades,5888,responsabilidad,False
preocupas,5889,preocupar,True
pagando,5890,pagar,True
linterna,5891,linterna,False
inevitable,5892,inevitable,False
encender,5893,encender,True
distinta,5894,distinto,True
compro,5895,comprar,True
cacería,5896,cacería,False
atacan,5897,atacar,True
usaba,5898,usar,True
parientes,5899,pariente,False
jungla,5901,jungla,False
contentos,5904,contento,False
compraré,5905,comprar,True
astuto,5906,astuto,False
antídoto,5907,antídoto,False
vivas,5908,vivir,True
vano,5909,vano,False
sajones,5910,sajón,False
raros,5911,raro,True
quemado,5912,quemado,False
promesas,5914,promesa,True
parejas,5915,pareja,False
olvidarlo,5917,olvidar,True
locales,5918,local,False
fuga,5919,fuga,False
estaciones,5920,estación,True
dispares,5921,disparar,True
despidieron,5922,despedir,False
asesinada,5923,asesinado,True
artillería,5925,artillería,False
apariencia,5926,apariencia,False
advertí,5927,advertir,True
sacarme,5928,sacar,True
pueblos,5929,pueblo,False
mágico,5930,mágico,False
garantizo,5931,garantizar,False
excusas,5932,excusa,True
contratar,5934,contratar,True
candidato,5935,candidato,False
anteriormente,5936,anteriormente,False
adicto,5937,adicto,False
sello,5938,sello,False
salvarlo,5939,salvar,True
retrasado,5940,retrasado,False
placas,5942,placa,True
hermosos,5943,hermoso,True
galleta,5944,galleta,False
escucharon,5945,escuchar,True
chistoso,5946,chistoso,False
anillos,5947,anillo,True
subió,5948,subir,True
solar,5949,solar,False
píldoras,5950,píldora,False
pásame,5951,pasar,True
juegues,5952,jugar,True
grito,5953,grito,True
enseñado,5955,enseñado,False
encontrarte,5957,encontrar,True
descubrimiento,5958,descubrimiento,False
consigues,5959,conseguir,True
clérigo,5960,clérigo,False
batallas,5962,batalla,True
uses,5964,usar,True
trates,5965,tratar,True
marzo,5966,marzo,False
hechas,5967,hecho,False
fraude,5969,fraude,False
disfrute,5971,disfrutar,True
creerme,5972,creer,True
costo,5973,costo,False
consiga,5975,conseguir,True
condena,5976,condena,False
bájate,5977,bajar,True
alivio,5978,alivio,False
traerá,5980,traer,True
quedaremos,5981,quedar,True
micrófono,5982,micrófono,False
matemáticas,5983,matemática,False
interesan,5984,interesar,False
ida,5985,ido,False
hueles,5987,oler,False
giro,5988,giro,False
desgraciados,5990,desgraciado,True
arroz,5992,arroz,False
andan,5993,andar,True
unido,5994,unido,False
traseros,5996,trasero,True
torres,5997,torre,False
seda,5998,seda,False
engañando,6000,engañar,True
encuentres,6001,encontrar,True
controles,6002,controlar,True
choque,6004,choque,False
celos,6006,celo,False
aclarar,6007,aclarar,False
sentiría,6008,sentir,True
santuario,6009,santuario,False
queden,6010,quedar,True
piratas,6011,pirata,True
impedir,6013,impedir,False
grita,6014,gritar,True
envíe,6015,enviar,True
entraste,6016,entrar,True
debieron,6017,deber,True
creías,6018,creer,True
cobrar,6019,cobrar,False
audición,6020,audición,False
asesinados,6021,asesinado,True
afueras,6023,afueras,False
tribu,6024,tribu,False
testamento,6025,testamento,False
postre,6026,postre,False
paró,6027,parar,True
ópera,6028,ópera,False
falló,6029,fallar,False
estatal,6030,estatal,False
esclavo,6031,esclavo,True
déjate,6032,dejar,True
costillas,6033,costilla,False
costará,6034,costar,True
chistes,6035,chiste,False
arreglaré,6036,arreglar,True
alcanza,6037,alcanzar,True
valientes,6038,valiente,False
privilegio,6039,privilegio,False
orina,6040,orina,False
jovencito,6041,jovencito,False
invasión,6043,invasión,False
estuvieran,6044,estar,True
estupideces,6045,estupidez,True
encaja,6046,encajar,False
durará,6047,durar,True
descanse,6048,descansar,True
déjanos,6049,dejar,True
camas,6050,cama,False
cables,6051,cable,True
bárbara,6052,bárbaro,False
avanzando,6053,avanzar,True
usualmente,6054,usualmente,False
sagrada,6055,sagrado,True
sable,6056,sable,False
retírense,6057,retirar,True
psicópata,6060,psicópata,False
preocupo,6061,preocupar,True
plaga,6062,plaga,False
ohh,6064,ohh,False
malvada,6065,malvado,True
existir,6066,existir,True
entendemos,6067,entender,True
bendito,6068,bendito,False
arregla,6070,arreglar,True
supuestamente,6071,supuestamente,False
residente,6072,residente,False
rescatar,6073,rescatar,False
pesada,6074,pesado,True
oímos,6076,oír,True
locas,6077,loco,True
llegarán,6078,llegar,True
hermanito,6079,hermanito,False
hamburguesas,6081,hamburguesa,False
firmado,6082,firmado,False
entrenar,6084,entrenar,False
encendido,6085,encendido,False
disfruten,6087,disfrutar,True
deseaba,6088,desear,True
conocías,6089,conocer,True
cambiaron,6090,cambiar,True
boxeo,6091,boxeo,False
